Location; Date; Temperature;
Toledo,-17,2011-04-28
Gerona,-15,2014-12-09
La Coruna,17,2021-09-21
La Coruna,36,2017-07-06
Las Palmas,39,2013-08-19
Almeria,22,2013-11-03
Segovia,2,2012-05-01
Teruel,6,2017-07-22
Asturias,9,2012-10-10
Valencia,44,2012-03-11
Barcelona,-6,2018-04-07
Gerona,12,2015-12-10
Valencia,25,2018-02-08
Islas Baleares,38,2013-09-29
Cantabria,48,2021-05-02
Cadiz,-1,2014-09-25
Toledo,12,2014-03-10
Huelva,27,2014-09-11
Huesca,14,2021-09-06
Toledo,13,2014-01-19
Soria,28,2021-07-02
Castellon,13,2021-11-14
Santa Cruz de Tenerife,21,2012-11-24
Cadiz,36,2013-06-27
Toledo,-9,2012-09-29
Palencia,8,2013-07-30
Alava,23,2020-08-20
Asturias,18,2011-05-03
Badajoz,48,2020-03-31
Orense,45,2011-03-14
Navarra,-5,2021-06-24
Burgos,-8,2019-03-15
Malaga,-20,2021-10-16
Lugo,3,2017-05-28
Ciudad Real,-8,2010-02-09
Ciudad Real,-18,2017-09-06
Valladolid,12,2020-03-03
Cordoba,11,2020-05-03
Alicante,24,2014-04-13
Granada,35,2011-11-06
La Rioja,40,2014-08-01
Tarragona,26,2011-10-18
Badajoz,46,2020-08-22
Barcelona,-16,2010-06-18
Alicante,-8,2021-06-30
Leon,1,2019-06-15
Almeria,34,2021-04-18
Gerona,34,2011-04-25
Sevilla,41,2018-06-13
Albacete,32,2016-09-14
Salamanca,47,2015-06-13
Orense,32,2021-02-26
Lugo,6,2010-03-07
Malaga,-16,2013-09-25
Lugo,14,2014-09-14
Guipuzcoa,-19,2020-04-05
Zamora,25,2013-06-29
Zaragoza,5,2021-04-13
Caceres,-19,2016-01-17
Las Palmas,2,2016-12-20
Toledo,-11,2012-07-12
Barcelona,32,2021-10-04
Navarra,47,2010-10-11
Barcelona,-11,2010-09-22
Leon,-12,2020-07-30
Alicante,22,2016-03-22
Navarra,-2,2016-06-24
Madrid,48,2020-03-31
Palencia,40,2020-03-01
Badajoz,-2,2017-01-18
Valencia,13,2018-04-01
Segovia,-8,2011-09-04
Alava,18,2010-04-12
La Rioja,19,2015-05-15
Lerida,1,2021-01-10
Caceres,11,2018-03-21
Cadiz,20,2011-09-13
Avila,24,2021-11-23
Cadiz,36,2016-05-06
Cordoba,18,2021-05-14
Tarragona,-13,2013-04-01
Navarra,41,2010-07-09
Granada,12,2020-01-22
Burgos,21,2018-09-09
Valencia,-5,2013-05-27
Las Palmas,12,2010-04-25
Orense,-12,2018-10-18
Madrid,3,2020-05-19
Palencia,15,2019-10-18
Palencia,-16,2011-11-15
Guadalajara,29,2010-02-01
Gerona,-14,2021-05-02
Zaragoza,21,2018-06-23
Avila,-7,2021-11-26
Islas Baleares,39,2018-07-22
Las Palmas,38,2011-07-30
Malaga,32,2018-09-10
Jaen,-2,2020-06-06
Albacete,41,2019-10-06
Jaen,-4,2014-06-16
Gerona,18,2012-02-25
Jaen,41,2012-07-05
Islas Baleares,27,2014-03-05
Vizcaya,3,2019-05-11
Valladolid,12,2011-08-02
Cordoba,-20,2010-09-27
Asturias,-19,2020-09-23
Barcelona,49,2020-03-06
Tarragona,-8,2016-02-20
Asturias,-7,2012-06-10
Soria,4,2021-07-29
Malaga,19,2015-05-08
Granada,41,2010-01-17
Almeria,25,2013-03-13
Orense,36,2015-03-28
Palencia,-11,2021-03-30
La Coruna,-6,2015-06-13
Santa Cruz de Tenerife,8,2010-09-09
Malaga,8,2015-07-22
Lugo,6,2018-06-20
Leon,27,2013-03-24
Cadiz,11,2016-09-11
Santa Cruz de Tenerife,10,2010-10-22
Asturias,-13,2020-07-06
Valladolid,-13,2012-06-12
Lugo,-15,2019-09-11
Valencia,35,2021-04-23
Almeria,-20,2021-05-15
Salamanca,9,2014-04-13
Badajoz,-15,2016-07-13
Huesca,9,2015-03-08
Orense,-20,2013-12-25
Palencia,46,2014-05-10
Sevilla,6,2020-10-08
Guadalajara,-4,2011-02-26
Toledo,-11,2013-01-07
Sevilla,46,2011-05-06
Cantabria,12,2016-01-01
Granada,19,2017-06-09
Valladolid,28,2015-07-12
Navarra,-10,2016-03-18
Madrid,-3,2012-12-21
Murcia,46,2018-01-30
Alicante,37,2013-08-29
Jaen,24,2020-01-17
Valencia,13,2017-03-31
Cuenca,7,2018-09-29
Las Palmas,23,2020-09-05
Valencia,46,2017-09-29
La Rioja,-11,2017-03-18
Orense,25,2017-10-23
Guadalajara,30,2021-05-25
Guadalajara,4,2014-03-05
Zaragoza,18,2012-07-10
Valencia,-17,2010-04-14
Jaen,-17,2021-01-29
Lugo,-14,2019-08-19
Lugo,-3,2013-05-29
Alicante,-10,2020-04-18
Teruel,25,2012-12-06
Castellon,5,2014-07-10
Guipuzcoa,8,2013-06-16
Caceres,14,2018-07-16
Zamora,19,2019-04-21
Salamanca,42,2018-12-28
Granada,41,2011-01-10
Leon,8,2014-08-07
Leon,27,2018-12-01
Salamanca,32,2013-09-30
Leon,10,2010-03-22
Valladolid,-1,2019-07-11
Vizcaya,-19,2010-12-25
Caceres,41,2011-08-04
Valladolid,-16,2021-06-29
Salamanca,5,2017-04-17
Cuenca,43,2013-04-29
Lugo,15,2016-04-27
Pontevedra,28,2013-08-16
Asturias,-6,2014-06-06
Ciudad Real,45,2012-07-06
Castellon,49,2018-07-25
Teruel,26,2014-07-20
Cadiz,48,2014-12-27
Alava,19,2020-05-08
Las Palmas,28,2020-06-26
Tarragona,0,2019-03-27
Granada,19,2014-03-07
Toledo,43,2018-04-27
Burgos,-15,2018-01-14
Guadalajara,-4,2010-10-10
Castellon,-19,2021-03-26
Huelva,18,2020-06-04
Burgos,-39,2012-07-14
La Rioja,17,2017-06-12
Guipuzcoa,-5,2011-01-16
Lerida,31,2018-12-17
La Rioja,4,2017-10-04
Islas Baleares,16,2013-10-12
Valladolid,32,2019-10-06
Avila,-12,2018-10-08
Ciudad Real,-20,2021-04-24
Vizcaya,41,2018-04-23
Burgos,36,2018-09-27
Ciudad Real,17,2021-01-06
Palencia,5,2012-11-03
Islas Baleares,45,2019-10-05
Barcelona,1,2016-05-15
Navarra,-20,2021-09-04
Zaragoza,30,2014-09-02
Ciudad Real,-2,2021-05-30
Vizcaya,-5,2011-05-18
Gerona,-2,2016-04-23
Valencia,16,2012-06-26
La Rioja,40,2017-10-08
Burgos,41,2011-03-16
Navarra,-11,2015-08-24
Leon,22,2011-06-23
Orense,-6,2012-10-27
La Coruna,14,2012-03-09
Valencia,-15,2015-10-14
Pontevedra,-15,2011-12-16
Orense,-3,2018-08-14
La Rioja,42,2016-04-19
Huesca,4,2015-01-12
Segovia,45,2017-06-17
Pontevedra,49,2010-07-16
Huelva,30,2018-08-08
Santa Cruz de Tenerife,30,2012-04-30
Lugo,43,2019-06-21
Madrid,36,2021-08-03
Orense,28,2012-02-24
La Coruna,-17,2015-03-14
Barcelona,7,2015-08-01
Avila,25,2013-10-01
Valencia,44,2016-07-25
Sevilla,-18,2010-04-11
La Rioja,20,2015-12-14
Navarra,28,2015-10-29
Guadalajara,23,2012-08-09
Zamora,4,2021-09-06
Albacete,-3,2013-12-17
Palencia,37,2014-06-05
Teruel,-20,2010-05-21
Valladolid,28,2013-09-10
Guadalajara,26,2021-06-25
Almeria,-4,2015-06-29
Cordoba,16,2011-08-14
Las Palmas,26,2013-12-26
Palencia,29,2011-02-16
Salamanca,38,2015-10-16
Almeria,46,2017-10-26
Burgos,2,2018-05-26
Asturias,-10,2013-06-29
Madrid,0,2011-07-04
Huesca,39,2016-01-12
Segovia,13,2020-09-10
Granada,-5,2014-03-21
Lugo,6,2020-09-29
Cadiz,-5,2014-11-26
Malaga,-8,2012-03-03
Tarragona,41,2021-01-07
Cuenca,0,2020-10-05
Albacete,-1,2012-05-31
Lugo,20,2014-11-22
Soria,-5,2013-10-31
Asturias,2,2018-06-09
Cuenca,47,2012-01-21
Ciudad Real,-20,2017-09-06
Salamanca,20,2014-11-03
Granada,47,2021-06-12
Cantabria,26,2018-02-22
Alava,44,2018-01-18
Vizcaya,16,2018-04-16
Palencia,7,2016-08-13
Valladolid,4,2012-05-02
Lugo,-1,2018-02-26
Orense,-5,2019-08-11
Orense,-8,2018-01-18
Murcia,-18,2014-08-02
Santa Cruz de Tenerife,-1,2011-12-12
Vizcaya,16,2013-05-24
Pontevedra,28,2019-04-09
Las Palmas,7,2020-12-15
Huesca,31,2020-09-09
Leon,7,2021-12-29
Vizcaya,46,2021-12-04
Sevilla,38,2017-11-08
Cadiz,-3,2021-02-11
Jaen,21,2013-01-24
Lerida,22,2012-03-13
Badajoz,-1,2020-08-25
La Coruna,-4,2016-09-26
Valencia,32,2016-09-20
Cadiz,2,2021-12-02
La Coruna,-1,2019-02-13
Valencia,46,2015-11-20
Zaragoza,-2,2015-08-17
Guadalajara,-2,2013-01-05
Gerona,30,2013-12-23
Teruel,-12,2018-09-30
Islas Baleares,41,2016-09-15
Zamora,14,2013-08-19
Pontevedra,-7,2021-09-17
Salamanca,2,2015-11-18
Huelva,15,2021-09-02
Guadalajara,58,2017-08-03
Badajoz,47,2011-06-15
Alava,29,2016-10-15
Toledo,39,2013-02-18
Barcelona,2,2018-04-22
Valladolid,13,2019-08-28
Teruel,-9,2014-07-06
Cordoba,28,2012-04-03
Zamora,8,2016-10-10
Barcelona,47,2020-12-25
Alava,-9,2011-01-31
Toledo,26,2020-11-07
Soria,11,2017-10-07
Caceres,1,2011-01-19
Caceres,-20,2014-01-12
Islas Baleares,-3,2010-06-25
Soria,38,2011-02-25
Almeria,30,2010-02-08
Almeria,-19,2013-12-10
Valencia,-9,2015-06-02
Alava,7,2021-04-17
Cuenca,11,2020-12-18
Salamanca,1,2015-07-28
Caceres,-6,2014-07-14
Caceres,21,2010-04-26
Las Palmas,15,2017-09-20
Huelva,-11,2011-11-17
Albacete,-12,2011-01-19
Burgos,4,2016-02-21
La Coruna,16,2016-01-01
Murcia,7,2013-06-03
Ciudad Real,-20,2020-12-01
Granada,-15,2010-03-09
La Coruna,-17,2016-04-07
Soria,19,2018-03-29
Valencia,-14,2018-04-17
Malaga,-18,2013-12-22
La Coruna,11,2017-11-14
Las Palmas,32,2013-08-29
Castellon,-17,2020-11-01
Teruel,26,2012-06-05
Castellon,0,2021-07-12
Badajoz,6,2014-05-15
Albacete,36,2015-06-21
Barcelona,48,2021-03-13
Jaen,-5,2015-06-01
Huelva,-4,2011-12-16
Alava,-3,2018-09-24
Gerona,-4,2019-06-06
Cuenca,3,2012-12-11
Las Palmas,14,2011-03-17
Barcelona,-9,2020-04-02
Burgos,25,2013-06-28
Orense,23,2018-09-17
Cantabria,24,2019-02-09
Teruel,-7,2012-09-27
Leon,38,2019-06-07
Almeria,15,2014-11-25
Avila,6,2017-09-20
Toledo,15,2018-12-05
Sevilla,35,2020-03-29
Zamora,49,2011-03-22
Navarra,15,2010-05-15
Leon,-12,2011-09-06
Valladolid,-8,2013-02-22
Malaga,12,2019-11-01
Gerona,-13,2015-10-09
Toledo,10,2017-02-08
Caceres,36,2014-10-17
Ciudad Real,7,2018-10-29
La Rioja,16,2013-04-07
Salamanca,-20,2014-07-10
Burgos,-7,2021-08-20
Orense,3,2010-06-08
Leon,39,2019-09-07
Pontevedra,3,2012-08-29
Teruel,28,2018-12-10
Lerida,5,2021-01-11
Lerida,8,2014-01-06
Badajoz,-20,2011-02-16
La Coruna,20,2015-10-22
Segovia,21,2017-05-25
Avila,-14,2021-03-11
Segovia,-16,2018-10-29
Palencia,40,2015-02-26
Segovia,25,2015-01-16
Burgos,-4,2018-06-24
Sevilla,-18,2010-11-04
Murcia,-10,2019-12-18
Ciudad Real,31,2021-05-08
Sevilla,-19,2013-11-26
Salamanca,42,2021-08-20
Segovia,5,2017-06-29
Gerona,-7,2020-08-11
Sevilla,47,2011-04-27
Cadiz,18,2010-05-03
Avila,-2,2016-10-06
Valencia,7,2015-06-14
Badajoz,43,2019-01-17
Soria,17,2020-08-08
Madrid,13,2014-10-09
Cadiz,-10,2012-09-01
Cadiz,49,2015-10-01
Alicante,44,2016-07-07
Malaga,-18,2021-10-29
Malaga,21,2010-06-07
Zamora,-2,2012-07-14
Caceres,3,2021-05-23
Lugo,-9,2015-07-30
Salamanca,29,2018-09-15
Albacete,23,2010-01-22
Guadalajara,7,2020-08-10
Cantabria,41,2015-06-21
Lerida,19,2013-02-15
Palencia,29,2016-09-02
Zamora,-12,2013-03-28
Barcelona,39,2013-01-21
Badajoz,-17,2020-07-30
Cadiz,-14,2011-06-09
Cantabria,21,2016-11-09
Navarra,14,2015-05-20
Zamora,49,2018-05-15
Alava,-18,2010-12-29
Salamanca,-18,2016-07-31
Lugo,31,2013-06-25
Navarra,38,2016-02-11
Leon,-3,2011-03-20
Segovia,-15,2020-12-18
Soria,5,2014-08-25
Avila,11,2020-12-14
Zamora,32,2015-02-08
Salamanca,-8,2018-11-24
Ciudad Real,-5,2014-11-02
Badajoz,-2,2013-07-08
Badajoz,23,2021-06-26
Lerida,-6,2021-01-08
Zaragoza,11,2012-08-24
La Coruna,13,2018-07-26
Murcia,27,2020-12-10
Alava,12,2012-12-14
Malaga,20,2010-10-29
Las Palmas,35,2011-05-07
Madrid,20,2016-01-07
Caceres,18,2010-10-18
Cuenca,38,2013-06-20
Guadalajara,-4,2013-06-10
Jaen,-16,2011-05-26
Segovia,26,2012-09-15
Salamanca,45,2011-10-21
Cordoba,1,2019-02-21
Toledo,11,2012-05-07
Caceres,1,2020-01-11
Salamanca,31,2011-04-09
Soria,-15,2010-08-02
Huesca,-20,2015-09-28
Cordoba,41,2014-07-12
Cordoba,40,2018-11-18
Palencia,-13,2019-06-03
Jaen,-1,2016-02-12
Huelva,35,2013-08-11
Malaga,48,2012-02-02
Las Palmas,-7,2018-06-04
Burgos,33,2015-02-25
Soria,29,2011-11-17
Teruel,-19,2020-02-11
Zaragoza,31,2020-02-10
Islas Baleares,29,2010-05-19
La Rioja,48,2018-09-19
Las Palmas,35,2014-02-05
Sevilla,9,2010-03-13
Jaen,6,2010-04-11
Caceres,25,2011-01-07
Islas Baleares,47,2012-11-28
Huesca,11,2018-01-24
Segovia,-14,2019-11-12
Huesca,5,2013-11-07
Islas Baleares,40,2020-07-12
Cadiz,-9,2010-03-20
Zamora,43,2019-04-01
Avila,10,2019-12-24
Toledo,-7,2019-07-06
Huelva,-12,2012-03-23
Islas Baleares,18,2020-11-12
Navarra,38,2018-07-19
Alicante,-19,2020-08-12
Cordoba,21,2014-04-21
Salamanca,-15,2015-11-25
Cordoba,30,2013-10-10
Almeria,45,2012-10-06
Barcelona,35,2020-02-28
La Rioja,35,2010-11-24
Segovia,11,2017-11-13
Soria,6,2020-09-07
Madrid,40,2021-07-17
Jaen,-20,2014-06-01
Gerona,25,2017-12-05
Almeria,7,2010-02-14
Pontevedra,-2,2017-08-31
Leon,-20,2021-01-09
Tarragona,14,2012-10-11
Huesca,7,2021-04-11
Navarra,-12,2016-12-19
Leon,0,2014-08-22
Alava,26,2012-05-19
Navarra,46,2014-02-11
Islas Baleares,3,2021-11-15
Vizcaya,-16,2020-05-30
Caceres,30,2021-04-21
Cuenca,44,2021-11-04
Sevilla,24,2013-07-26
Guadalajara,-1,2015-09-12
Barcelona,45,2014-12-06
Valencia,35,2013-08-17
Vizcaya,26,2019-03-20
Alava,-48,2012-11-20
Guadalajara,9,2017-06-06
Gerona,-4,2017-02-13
Toledo,35,2013-07-05
Albacete,23,2021-04-30
Almeria,42,2017-01-30
Jaen,27,2017-10-14
Alava,41,2017-09-19
Pontevedra,32,2011-05-03
Alicante,20,2014-07-26
Guadalajara,46,2016-03-25
Albacete,-16,2021-05-26
Islas Baleares,31,2019-04-15
Zamora,0,2013-11-17
Soria,18,2010-12-10
Toledo,35,2016-07-25
Albacete,-13,2011-09-10
Toledo,41,2010-04-12
Soria,43,2021-12-24
Almeria,-15,2015-06-27
Gerona,-7,2016-10-30
Asturias,1,2018-11-25
Burgos,-8,2018-08-29
Zaragoza,43,2021-09-15
Zamora,12,2019-08-17
Valencia,47,2011-01-11
Castellon,29,2010-05-20
Islas Baleares,3,2014-11-27
Vizcaya,46,2012-04-10
Gerona,28,2018-12-20
Palencia,0,2012-01-26
Malaga,-9,2016-04-24
Huelva,-11,2011-11-06
Tarragona,31,2013-06-28
Pontevedra,7,2014-09-26
Malaga,-17,2018-07-12
Las Palmas,15,2012-08-03
Asturias,37,2013-08-25
Alicante,-10,2013-09-13
Las Palmas,17,2012-01-11
Palencia,7,2011-04-10
Granada,1,2013-06-27
Guipuzcoa,-14,2012-06-01
Madrid,7,2017-04-22
Murcia,-16,2021-11-02
Jaen,44,2021-05-29
Avila,-11,2015-11-12
Pontevedra,-2,2019-06-03
Caceres,-16,2012-04-10
Alava,5,2020-03-30
Guadalajara,22,2017-01-30
Leon,-11,2018-02-24
Las Palmas,10,2016-03-30
Cadiz,0,2017-07-18
La Rioja,13,2016-10-30
Zaragoza,17,2017-07-03
Zamora,-8,2019-01-29
Navarra,48,2016-03-04
Teruel,20,2021-03-03
Barcelona,-1,2011-12-11
Alicante,-18,2016-10-26
Zaragoza,23,2011-05-11
Badajoz,-9,2018-06-15
Gerona,31,2018-12-16
Leon,47,2014-02-12
Tarragona,38,2013-08-26
Albacete,-13,2020-11-29
Alicante,-19,2020-09-25
Huesca,28,2018-05-29
Badajoz,5,2017-12-22
Ciudad Real,17,2012-10-19
Valladolid,-17,2017-05-29
Navarra,2,2019-08-13
Pontevedra,24,2020-01-04
Cuenca,-8,2016-11-04
Alicante,43,2013-08-13
Teruel,33,2010-02-16
La Rioja,23,2020-11-16
Cantabria,5,2016-06-20
Alicante,44,2017-01-17
Santa Cruz de Tenerife,0,2012-03-08
Vizcaya,1,2018-12-09
Jaen,19,2019-11-22
Tarragona,-4,2011-10-25
Orense,8,2015-11-09
Sevilla,13,2010-01-18
Sevilla,-2,2016-02-16
Santa Cruz de Tenerife,-3,2011-02-07
Huelva,-12,2015-12-21
Toledo,-1,2010-06-11
Toledo,3,2013-10-21
Palencia,35,2011-01-22
Granada,16,2010-08-14
Cadiz,6,2017-12-09
Cuenca,18,2015-06-24
Caceres,40,2018-08-11
Cantabria,-5,2020-02-14
Jaen,25,2014-04-24
Toledo,15,2020-09-28
Santa Cruz de Tenerife,-6,2018-03-04
Pontevedra,40,2021-08-08
Zamora,-17,2015-02-15
Lugo,45,2012-03-25
Sevilla,-12,2016-04-09
Alicante,7,2018-04-24
Toledo,44,2013-11-04
Soria,38,2013-05-25
Granada,9,2019-08-29
Lugo,34,2017-03-21
Burgos,-5,2014-07-23
Toledo,0,2019-08-06
Pontevedra,-18,2013-09-15
Guadalajara,2,2015-04-17
Zamora,-18,2010-09-28
Zaragoza,42,2019-12-18
Lugo,38,2017-06-19
Badajoz,15,2015-06-02
Salamanca,-17,2013-07-29
Barcelona,10,2018-11-27
Leon,20,2014-12-02
Cadiz,42,2015-11-19
Burgos,40,2014-03-29
Alicante,-2,2018-12-15
Murcia,-10,2017-11-29
Lugo,35,2021-12-02
La Coruna,28,2010-03-08
Las Palmas,21,2012-03-29
Almeria,34,2020-11-08
Orense,-19,2018-10-17
Almeria,-17,2020-11-13
Las Palmas,-1,2018-07-24
Zaragoza,31,2013-09-05
Gerona,-4,2011-10-10
Teruel,-1,2015-01-28
Asturias,24,2019-07-13
Orense,1,2019-07-03
La Rioja,-5,2019-04-13
Zaragoza,9,2011-01-29
Jaen,30,2013-09-22
Alava,3,2010-01-21
Granada,18,2015-10-23
Malaga,21,2011-07-24
La Rioja,42,2016-04-27
Cantabria,28,2017-03-12
Islas Baleares,-13,2020-04-20
Santa Cruz de Tenerife,31,2014-03-03
Valencia,37,2010-12-13
Granada,-5,2017-08-17
Alicante,-15,2020-09-02
Albacete,-10,2011-08-21
Valladolid,23,2014-03-18
Soria,41,2015-05-08
Madrid,19,2013-07-12
Lerida,14,2021-03-04
Alicante,3,2012-08-05
Orense,4,2013-07-27
Burgos,4,2021-12-27
Madrid,-11,2017-04-13
Segovia,32,2021-01-13
Burgos,-7,2020-03-19
Granada,31,2019-06-09
Huesca,3,2013-05-13
Valencia,23,2013-08-24
Huesca,40,2011-04-07
Sevilla,41,2011-09-28
Leon,25,2010-01-07
La Coruna,1,2020-04-13
Navarra,-18,2014-06-15
Tarragona,47,2019-04-02
Salamanca,40,2010-08-18
Huelva,4,2014-07-31
Zamora,2,2011-03-20
Salamanca,25,2014-06-23
Huesca,29,2017-06-20
Segovia,46,2013-01-17
Madrid,36,2018-06-15
Albacete,20,2019-12-23
Teruel,29,2017-01-23
Barcelona,41,2012-03-11
Guipuzcoa,-5,2021-06-07
Alava,-7,2019-12-08
Alicante,7,2021-02-03
Badajoz,33,2012-12-25
Las Palmas,-6,2019-03-03
Las Palmas,29,2021-02-20
Cuenca,18,2014-09-03
Pontevedra,35,2011-02-12
Alava,20,2010-10-15
Jaen,24,2016-09-28
Castellon,42,2015-02-06
Huesca,17,2020-01-21
Burgos,48,2011-08-03
Cadiz,49,2011-04-19
Lugo,37,2019-09-06
Murcia,23,2010-04-15
Gerona,-4,2015-06-27
Palencia,-11,2014-02-13
Guadalajara,1,2016-08-14
Teruel,22,2011-08-05
Palencia,31,2018-05-21
Toledo,30,2017-10-10
Madrid,-5,2012-03-09
Alava,40,2020-01-17
Sevilla,-10,2011-08-02
Castellon,72,2017-03-09
Almeria,25,2018-05-20
Islas Baleares,24,2015-03-31
Pontevedra,29,2016-02-10
Gerona,42,2016-09-13
Huelva,18,2011-02-01
Granada,-5,2010-12-28
Murcia,45,2014-06-04
Badajoz,-19,2011-09-13
Orense,0,2011-04-13
Malaga,11,2019-07-17
Valencia,15,2012-01-22
Barcelona,31,2018-02-05
Cadiz,38,2014-01-29
Guadalajara,-15,2015-10-01
Madrid,-11,2010-05-24
Cantabria,2,2017-01-30
Burgos,39,2010-11-09
Toledo,-13,2013-03-21
La Coruna,21,2014-03-06
Guadalajara,11,2016-10-21
Cuenca,-18,2020-12-31
Navarra,28,2011-06-23
Soria,-1,2012-04-01
Malaga,6,2019-08-11
Tarragona,25,2019-09-26
Leon,17,2017-03-28
Jaen,30,2016-06-23
Vizcaya,-14,2011-02-16
Madrid,-7,2021-07-28
Almeria,36,2014-01-11
Asturias,28,2013-10-28
Santa Cruz de Tenerife,1,2014-06-28
Valladolid,17,2011-11-17
Soria,33,2013-08-13
Islas Baleares,40,2020-10-22
Las Palmas,44,2020-10-10
Jaen,20,2014-12-08
Gerona,20,2010-01-14
Granada,44,2012-09-16
Sevilla,-9,2012-06-20
Orense,12,2014-02-16
Guipuzcoa,12,2019-06-24
Caceres,24,2020-09-15
